Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
3QeEf7TMugwZkmn0hPmXio,"6L7a6wPGpvLtTwOsMLnF1z,2FmgW6Jee0JQKtb6EnBWCq","Harder State Of Mind","Harder State Of Mind","D-Block & S-te-Fan,DJ Isaac",2020-06-09,236800,65,spotify:user:11124443444,2022-06-10T00:41:23Z,"classic hardstyle,euphoric hardstyle,rawstyle,australian dance,gabba,happy hardcore,hardcore techno",0.515,0.94,9,-2.452,0,0.0478,0.0044,0.0000106,0.23,0.284,150.051,4
7aKme0bvekUFoMI0cHGIRk,"1Wt63OMKtv6v2ivHuQLm2C,5QySqc6yAFDx9m7fedFZmC","Fine Day","Fine Day","Coone,Brennan Heart",2020-03-27,236800,53,spotify:user:11124443444,2022-06-10T00:41:23Z,"belgian edm,classic hardstyle,euphoric hardstyle,jumpstyle,rawstyle",0.502,0.956,1,-4.445,0,0.0874,0.0772,0.00194,0.0455,0.266,150.018,4
1yzRHp7bEhYHhpEU8ji8Y9,"1CqOLQmjzVWXQTiIN5Wucs,37jL2LnGjAkadOCszr8v7C,3mZnhzeAyjpFhO3cIepzBr","Gung","Gung","TNT,Technoboy,Tuneboy",2019-08-16,212429,0,spotify:user:11124443444,2022-06-10T00:41:23Z,"euphoric hardstyle,classic hardstyle,rawstyle",0.558,0.985,1,-3.191,1,0.0818,0.00469,0.0000529,0.297,0.612,149.992,4
4yCzT5UoxQ6z5xKc8Trgxk,"5cPNMq5lKAoAKyv5kdpz9s,4by5ENA6ZMNCQkOX3RIh0G","Burning - JNXD Remix","Burning (JNXD Remix)","Frequencerz,JNXD",2021-03-30,229634,44,spotify:user:11124443444,2022-06-10T00:41:23Z,"classic hardstyle,euphoric hardstyle,rawstyle,hardstyle",0.564,0.946,11,-4.256,0,0.239,0.00948,0.00000543,0.21,0.071,154.938,4
6eyuU00bw19YhHGhvbLKcr,"7IeovKzVkfcG9mIJGNzTcT","Hurricane","We Rule The Night","Ran-D",2020-05-01,295646,0,spotify:user:11124443444,2022-06-10T00:41:23Z,"classic hardstyle,rawstyle,tekk",0.577,0.978,8,-1.561,0,0.416,0.0321,0,0.34,0.365,155.234,4
3tvFbMS6E3mk6KY3hJn3Ht,"2DYDFBqoaBP2i9XrTGpOgF,6jZl6risV5vg6O83zKSHHs","Danse Macabre - Kan Takahiko Remix","Danse Macabre","Naeleck,Oddity",2015-03-30,267200,39,spotify:user:11124443444,2022-06-10T00:41:23Z,"electro",0.635,0.933,0,-4.264,1,0.221,0.00678,0.0236,0.343,0.151,150.06,4
2MxsTNQvvAJuuHK1V6nMQV,"7E6DrjKJieOdJKO8mbwCMO","World Out There","World Out There","D-Sturb",2020-05-07,202495,48,spotify:user:11124443444,2022-06-10T00:41:23Z,"classic hardstyle,frenchcore,rawstyle,xtra raw",0.47,0.974,6,-2.916,0,0.116,0.000764,0.00000819,0.4,0.321,154.989,4
5zpE5HInlIIxJpnjEZ3FwU,"4j1Br3T2yrQIWd7LUip8t4","Making Memories","Making Memories","JDX",2020-08-02,226000,42,spotify:user:11124443444,2022-06-10T00:41:23Z,"classic hardstyle,hardstyle,rawstyle",0.449,0.754,1,-11.513,0,0.0831,0.000649,0.0000324,0.794,0.232,149.861,4
7cUbbqojFIokFmTuybmKPd,"2Zvo5BEkHyaHD1zk180kMz,2485N1Onccs2tfXtK0AQV8,2amxfbxgDICl7hpPlxBd0J","March Of The LG","March Of The LG","Dimatik,BDN,GRN",2021-07-30,182639,46,spotify:user:11124443444,2022-06-10T00:41:23Z,"classic hardstyle,melbourne bounce international",0.338,0.975,10,-4.843,0,0.123,0.00382,0.784,0.379,0.447,160.708,4
4xepEyAafqTlomdgs7HprF,"3gk0OYeLFWYupGFRHqLSR7,7bNqXqIrIfwJnipx7oGeU4,6UOk7DmvqlzWmo6gjhZvn6","Pum Pum - Da Tweekaz Remix","Pum Pum (Da Tweekaz Remix)","Showtek,Sevenn,Da Tweekaz",2021-05-28,177095,42,spotify:user:11124443444,2022-06-10T00:41:23Z,"classic hardstyle,edm,electro house,euphoric hardstyle,pop dance,progressive electro house,brazilian edm,rawstyle",0.625,0.966,10,-4.315,0,0.0657,0.0882,0.0000144,0.323,0.837,150.059,4
793EkBVuRQKkRHnuXKANtd,"7momuad2Twkv5O7MY3dODa,1pDBb4n20yenVKIfmchhQC","Loud - Radio Edit","Loud","Frontliner,John Harris",2015-08-11,201691,0,spotify:user:11124443444,2022-06-10T00:41:23Z,"classic hardstyle,euphoric hardstyle,rawstyle,jug band",0.514,0.785,1,-4.238,0,0.0286,0.0084,0.00000123,0.343,0.201,149.984,4
2rPj7LoFWCYE0i3bqF73eS,"1Wt63OMKtv6v2ivHuQLm2C,4CBytrQX85XtpfDzvdL3DI","Superman","Trip To Tomorrow","Coone,Jelle van Dael",2018-10-15,222400,52,spotify:user:11124443444,2022-06-10T00:41:23Z,"belgian edm,classic hardstyle,euphoric hardstyle,jumpstyle,rawstyle",0.524,0.885,4,-3.686,0,0.0387,0.0782,0.0000253,0.126,0.186,149.896,4
0G2gHbnJmpGoi4uCkvkkZh,"4f0OXMMSxr0r8Ztx6CdpAl,4EnzLaY6syM2lVhfMRolW2","BASE","BASE","Sub Zero Project,E-Life",2021-08-06,199042,46,spotify:user:11124443444,2022-06-10T00:41:23Z,"euphoric hardstyle,rawstyle,dutch hip hop",0.461,0.846,1,-7.181,1,0.514,0.00385,0,0.705,0.326,154.955,4
3pVVFQ4D1yRBpztapn2hHG,"0wr85NuJuAYZsRzP1lJgiV,5QySqc6yAFDx9m7fedFZmC","Lose My Mind - Radio Edit","Qlimax - 2011","Wildstylez,Brennan Heart",2011-11-25,183266,55,spotify:user:11124443444,2022-06-10T00:41:23Z,"classic hardstyle,euphoric hardstyle,rawstyle",0.522,0.819,0,-4.493,1,0.0365,0.00243,0.00343,0.307,0.374,75.02,4
0YVx5YZIgfYHzlq19hqDeE,"6J6UF3GqOLdt6f4gfazSzf,6L7a6wPGpvLtTwOsMLnF1z","Angels & Demons","Antidote","Ghost Stories,D-Block & S-te-Fan",2017-09-12,179200,53,spotify:user:11124443444,2022-06-10T00:41:23Z,"euphoric hardstyle,classic hardstyle,rawstyle",0.485,0.772,4,-2.966,0,0.0293,0.0951,0.000002,0.105,0.203,150.111,4
2TgDK4TC5KsywTYafAE4Gd,"5QySqc6yAFDx9m7fedFZmC,5d1oOpLkM76Tgr2zWMTYkm","Imaginary","Imaginary","Brennan Heart,Jonathan Mendelsohn",2013-09-23,192500,58,spotify:user:11124443444,2022-06-10T00:41:23Z,"classic hardstyle,euphoric hardstyle,rawstyle",0.552,0.594,2,-6.449,1,0.0306,0.298,0.0000617,0.262,0.287,149.907,4
3Zv7N5Xh7Az7odjfNEvAPT,"1x0ScxgiyFRQDKT4VwcLHa,0Z00sSHBoJ9wsqTY5hT3mP","Anywhere (feat. Andrew Galucki) - Hard Mix","Anywhere (feat. Andrew Galucki)","LNY TNZ,Andrew Galucki",2021-12-17,164000,40,spotify:user:11124443444,2022-06-10T00:41:23Z,"rawstyle,folk-pop",0.509,0.888,7,-2.553,1,0.0757,0.0118,0,0.365,0.194,149.992,4
6ir9zD1NGFdMhFvIrMoiMZ,"6aJRwrwfOffz7RMh2Cfm8e","You","You","Jacob Tillberg",2016-07-02,192004,40,spotify:user:11124443444,2022-06-10T00:41:23Z,"gaming edm",0.587,0.788,1,-4.581,1,0.0419,0.0147,0.0000784,0.179,0.171,150.118,4
5PSR3ul57ZNTQi4Al6xtUz,"0MBGxwmCdXdO26ojaNcT64,0F1UBU7ZD8HOR44X5M6eMT","Release - Radio Edit","Release","Atmozfears,David Spekter",2015-06-15,238420,52,spotify:user:11124443444,2022-06-10T00:41:23Z,"classic hardstyle,euphoric hardstyle,rawstyle,canadian pop",0.483,0.683,2,-6.903,0,0.0364,0.0105,0.000149,0.106,0.12,149.841,4
2TC7je10DQftOBez1PRDRC,"52I8HbScEEvgwiiSDaM7gP,7iajTuviby3038TmfrpvZ3","World Is Mine","World Is Mine","Audiotricz,Villain",2017-08-09,164000,52,spotify:user:11124443444,2022-06-10T00:41:23Z,"classic hardstyle,euphoric hardstyle,hardstyle,rawstyle",0.554,0.869,7,-4.769,0,0.0471,0.00925,0.000492,0.356,0.0988,150.146,4
0X89hVtXc6V04eRMCjB1Vj,"4f0OXMMSxr0r8Ztx6CdpAl,5gdYdbKxGw2Mq25TfsmH6q","Nightmare Nirvana","Nightmare Nirvana","Sub Zero Project,Diandra Faye",2022-05-06,270786,55,spotify:user:11124443444,2022-06-10T00:41:23Z,"euphoric hardstyle,rawstyle",0.419,0.826,1,-5.692,1,0.185,0.0015,0.0105,0.319,0.212,156.917,4
6c0vdY5EZOx8g95uWcp3uI,"6C0KWmCdqrLU2LzzWBPbOy,2DTw633fgdoxrqv7uPdcCw","Dragonborn part 3 (Oceans Apart)","Dragonborn part 3 (Oceans Apart) [feat. Sian Evans]","Headhunterz,Sian Evans",2020-10-01,210163,56,spotify:user:11124443444,2022-06-10T00:41:23Z,"classic hardstyle,euphoric hardstyle,melbourne bounce international,rawstyle",0.244,0.692,9,-6.225,0,0.0536,0.00356,0.00000875,0.12,0.0993,149.673,4
2fR4NdUZJditzpS2iBWxiY,"4f0OXMMSxr0r8Ztx6CdpAl","Rave Into Space","Rave Into Space","Sub Zero Project",2020-03-31,247400,59,spotify:user:11124443444,2022-06-10T00:41:23Z,"euphoric hardstyle,rawstyle",0.36,0.896,10,-4.2,0,0.0958,0.0185,0.000895,0.579,0.119,150.127,4
3b6ieVXywj9HJjcu16mr2J,"5QySqc6yAFDx9m7fedFZmC,6NXk2pLFocS2OkNdT7ncBt","Won't Hold Me Down (Gravity)","Show Your True Colors","Brennan Heart,Trevor Guthrie",2019-03-22,214400,47,spotify:user:11124443444,2022-06-10T00:41:23Z,"classic hardstyle,euphoric hardstyle,rawstyle,canadian pop",0.578,0.625,3,-3.885,0,0.0292,0.122,0,0.0962,0.124,150.049,4
1umoIL3ShVbbYdvtGZm8lY,"7fMJN4fdEwmFWd8uz5pnKx","Luminosity","EP I","Project One",2017-11-10,195600,0,spotify:user:11124443444,2022-06-10T00:41:23Z,"classic hardstyle,euphoric hardstyle,frenchcore,rawstyle",0.507,0.72,9,-5.913,0,0.0401,0.425,0.113,0.104,0.208,150.12,4
0mWGz6hPTPuOK3SaETnqCo,"1Uk4IDpF1OIuTzANugS5JC","Imagine","Imagine","Bass Modulators",2018-01-03,244133,54,spotify:user:11124443444,2022-06-10T00:41:23Z,"classic hardstyle,euphoric hardstyle,hardstyle,rawstyle",0.302,0.865,0,-3.216,1,0.0348,0.0199,0.00000725,0.328,0.152,150.082,4
57mgyauwTOeC725Xa0zJdw,"7IFPeV5Ew63S7Hid0AjNgK,1rpLzYzfrueWdkpcIunZQl,6kK6lCbJfPgDH6plFWQQID","See You","See You","Sound Rush,Hard Driver,Maikki",2022-05-19,254901,53,spotify:user:11124443444,2022-06-10T00:41:23Z,"classic hardstyle,euphoric hardstyle,rawstyle",0.492,0.954,1,-4.011,0,0.21,0.021,0.000496,0.203,0.316,152.984,4
0OKHUom3gY9xWago6Y1BKk,"45eNHdiiabvmbp4erw26rg,5h7oZ7t5CU9lst1mIrjp3R,7xklw3WodFZiNNmQt3DIgp,6C0KWmCdqrLU2LzzWBPbOy","Paper Thin - Headhunterz Remix","Paper Thin (Headhunterz Remix)","ILLENIUM,Tom DeLonge,Angels & Airwaves,Headhunterz",2020-11-30,245392,56,spotify:user:11124443444,2022-06-10T00:41:23Z,"edm,melodic dubstep,pop,pop dance,tropical house,san diego indie,pop punk,socal pop punk,classic hardstyle,euphoric hardstyle,melbourne bounce international,rawstyle",0.398,0.799,1,-4.424,1,0.0484,0.031,0.00000659,0.19,0.288,154.046,4
21eGoV8gNSgKWuYE6HCqXO,"1x0ScxgiyFRQDKT4VwcLHa,6UOk7DmvqlzWmo6gjhZvn6","We Go Up - Da Tweekaz Remix","We Go Up (Remixes)","LNY TNZ,Da Tweekaz",2018-08-10,218557,55,spotify:user:11124443444,2022-06-10T00:41:23Z,"rawstyle,classic hardstyle,euphoric hardstyle",0.522,0.916,10,-4.559,0,0.047,0.0186,0,0.177,0.453,150.04,4
3uJnYKR844kT7MLpm0cquz,"2gZzTzeACSwFqkMroVxmnm,6UOk7DmvqlzWmo6gjhZvn6","Us Against The World (Da Tweekaz Remix)","The Qontinent 2017","Darren Styles,Da Tweekaz",2017-08-11,222400,58,spotify:user:11124443444,2022-06-10T00:41:23Z,"happy hardcore,hardcore techno,classic hardstyle,euphoric hardstyle,rawstyle",0.478,0.878,1,-3.431,0,0.0403,0.0431,0.0000193,0.0719,0.289,149.671,4
7tniXeRpDkUhJ5WlBkcs6l,"6L7a6wPGpvLtTwOsMLnF1z","Promised Land","Antidote","D-Block & S-te-Fan",2017-09-12,227200,51,spotify:user:11124443444,2022-06-10T00:41:23Z,"classic hardstyle,euphoric hardstyle,rawstyle",0.495,0.944,0,-1.727,0,0.0539,0.0212,0.0000014,0.273,0.381,149.924,4
7rKS9FoVpE1mLrbxCnlokX,"7IeovKzVkfcG9mIJGNzTcT","Hurricane","Hurricane","Ran-D",2018-08-13,295646,56,spotify:user:11124443444,2022-06-10T00:41:23Z,"classic hardstyle,rawstyle,tekk",0.575,0.979,8,-1.561,0,0.396,0.0321,0,0.34,0.366,155.032,4
0ZNPSYOzJxUig6B12NC7RN,"1x0ScxgiyFRQDKT4VwcLHa,5DzNxD4vwCDEIa20oEzB9l","Front 2 Back","Front 2 Back","LNY TNZ,Crystal Lake",2022-04-15,188804,42,spotify:user:11124443444,2022-06-10T00:41:23Z,"rawstyle",0.461,0.867,7,-3.65,0,0.0588,0.0116,0.00495,0.354,0.0536,150.047,4
5okvHWU4eDKQzeihQFuYaP,"0I5is4tdxHhT3Ft2EzPjlB,0MBGxwmCdXdO26ojaNcT64","Accelerate (Official XXlerator Anthem 2014)","Accelerate (Official XXlerator Anthem 2014)","Code Black,Atmozfears",2014-05-05,275200,48,spotify:user:11124443444,2022-06-10T00:41:23Z,"classic hardstyle,euphoric hardstyle,rawstyle",0.567,0.978,2,-1.767,1,0.125,0.0042,0.00000297,0.117,0.407,150.024,4
6jzqY97VGs6UqEhAVOuGRz,"6C0KWmCdqrLU2LzzWBPbOy,4f0OXMMSxr0r8Ztx6CdpAl","Our Church","The Return Of Headhunterz","Headhunterz,Sub Zero Project",2018-03-02,268800,57,spotify:user:11124443444,2022-06-10T00:41:23Z,"classic hardstyle,euphoric hardstyle,melbourne bounce international,rawstyle",0.477,0.957,6,-3.468,0,0.26,0.00877,0.0496,0.304,0.117,150.001,4
7zVtu5K61OivymXHENlZqb,"4OPaH4YIqua9DUnI7t0fOQ","See Me Now (Da Tweekaz Remix) - Radio Version","See Me Now (Da Tweekaz Remix)","Mark With a K",2016-03-01,223050,48,spotify:user:11124443444,2022-06-10T00:41:23Z,"belgian edm,euphoric hardstyle,jumpstyle",0.512,0.892,3,-3.489,1,0.0324,0.00326,0,0.195,0.445,149.982,4
4Dbt2x7GA318BDSyVBhr8l,"2Zvo5BEkHyaHD1zk180kMz,3qmNvfj1RIoMrfqmjZpwXi","I Am a Raver (Reborn)","I Am a Raver (Reborn)","Dimatik,DJ Rankin",2022-01-14,211400,42,spotify:user:11124443444,2022-06-10T00:41:23Z,"classic hardstyle,melbourne bounce international",0.606,0.893,3,-4.838,1,0.0468,0.00676,0.0464,0.0642,0.154,149.988,4
3ZofBN4FoNuRlBqRN2q9Mg,"7momuad2Twkv5O7MY3dODa,1pDBb4n20yenVKIfmchhQC","Halos - Edit","Halos","Frontliner,John Harris",2012-11-05,203037,0,spotify:user:11124443444,2022-06-10T00:41:23Z,"classic hardstyle,euphoric hardstyle,rawstyle,jug band",0.544,0.873,1,-6.811,0,0.0348,0.141,0.146,0.09,0.658,150.02,4
4OoCOOeNECyO01S8L89Flv,"6UOk7DmvqlzWmo6gjhZvn6,5nd7jnne7zbsV2J5jBKNOY","I'm With You","I'm With You","Da Tweekaz,Gammer",2020-07-16,208617,42,spotify:user:11124443444,2022-06-10T00:41:23Z,"classic hardstyle,euphoric hardstyle,rawstyle,electro house,happy hardcore,hardcore techno",0.545,0.865,0,-4.894,0,0.0502,0.00448,0,0.0657,0.237,155.048,4
20ke4pe9bd0xgtSxITAhqU,"2kK1cYRoYo24RzsHADtD0E,05ndiewdJogtosuRWN8iwF","Wildfire - Adaro Remix","Wildfire (Adaro Remix)","Re-Style,Adaro",2020-07-24,207369,44,spotify:user:11124443444,2022-06-10T00:41:23Z,"frenchcore,gabba,happy hardcore,hardcore techno,classic hardstyle,rawstyle",0.357,0.871,1,-3.615,1,0.0399,0.000679,0,0.0483,0.312,154.95,3
6YUB4Wv4yJluyWsq3s9gjb,"6L7a6wPGpvLtTwOsMLnF1z,6J6UF3GqOLdt6f4gfazSzf","Ghost Stories","Ghost Stories","D-Block & S-te-Fan,Ghost Stories",2018-08-13,230400,0,spotify:user:11124443444,2022-06-10T00:41:23Z,"classic hardstyle,euphoric hardstyle,rawstyle",0.44,0.898,9,-2.911,0,0.0434,0.157,0,0.0784,0.124,150.119,4
5DOL2R736GPvEL6yE05n4R,"0SfsnGyD8FpIN4U4WCkBZ5,29zsVzEH33dD5QqxeL8dvy,62RdOEwjfXjFOQpKdufMR7,0wr85NuJuAYZsRzP1lJgiV","Great Spirit - Wildstylez Remix","Great Spirit (Wildstylez Remix)","Armin van Buuren,Vini Vici,Hilight Tribe,Wildstylez",2017-07-07,236000,52,spotify:user:11124443444,2022-06-10T00:41:23Z,"dutch trance,edm,pop dance,progressive house,trance,progressive uplifting trance,didgeridoo,psychedelic trance,classic hardstyle,euphoric hardstyle,rawstyle",0.276,0.942,11,-5.882,0,0.172,0.00351,0.0511,0.454,0.0509,149.982,4
0yTzy8hWBrN0rLlM7oUF7L,"6xQvQwZQQuq9R3TdPNbcR8","Snatch","Snatch","Bassjackers",2019-07-22,181846,46,spotify:user:11124443444,2022-06-10T00:41:23Z,"dutch house,edm,electro house,pop dance,progressive electro house",0.697,0.966,8,-3.396,1,0.119,0.000652,0.0672,0.106,0.353,130.016,4
3KQVhTF2eqfU1jR1b74Xcw,"4j1Br3T2yrQIWd7LUip8t4,54m0kWStkzCaCVimZJOXRW","Live The Moment","Hard Bass 2019 The Last Formation","JDX,Sarah Maria",2019-02-08,212804,49,spotify:user:11124443444,2022-06-10T00:41:23Z,"classic hardstyle,hardstyle,rawstyle",0.312,0.813,3,-6.481,1,0.0395,0.0609,0.0124,0.4,0.202,150.095,4
2OhvhEa8B0GI88Zedl7xGl,"6L7a6wPGpvLtTwOsMLnF1z","Music Made Addict","Music Made Addictz","D-Block & S-te-Fan",2009-09-25,280895,47,spotify:user:11124443444,2022-06-10T00:41:23Z,"classic hardstyle,euphoric hardstyle,rawstyle",0.602,0.875,10,-5.856,0,0.0387,0.00228,0.906,0.395,0.218,148.033,4
0aQKFxHXdaWLJK4gFVGIdp,"6C0KWmCdqrLU2LzzWBPbOy,0wr85NuJuAYZsRzP1lJgiV,6qJ61DomA73g7jQEKESw9Z","Tonight - Alpha2 RMX","Tonight (Alpha2 RMX)","Headhunterz,Wildstylez,Noisecontrollers",2012-01-16,358400,42,spotify:user:11124443444,2022-06-10T00:41:23Z,"classic hardstyle,euphoric hardstyle,melbourne bounce international,rawstyle",0.468,0.942,6,-2.646,0,0.0913,0.0723,0.00175,0.086,0.294,150.047,4
5ZHdiROs72t0QpMHggDSNW,"5QySqc6yAFDx9m7fedFZmC,0wr85NuJuAYZsRzP1lJgiV","Lose My Mind","DEDIQATED - 20 Years Of Q-dance","Brennan Heart,Wildstylez",2020-02-03,182079,48,spotify:user:11124443444,2022-06-10T00:41:23Z,"classic hardstyle,euphoric hardstyle,rawstyle",0.53,0.866,0,-4.001,1,0.035,0.00909,0.00142,0.352,0.377,150.043,4
10ZpPhFc9rMNdlyW3WsL0s,"6C0KWmCdqrLU2LzzWBPbOy","Scrap Attack (Defqon.1 Anthem 2009)","DEDIQATED - 20 Years Of Q-dance","Headhunterz",2020-02-03,437450,41,spotify:user:11124443444,2022-06-10T00:41:23Z,"classic hardstyle,euphoric hardstyle,melbourne bounce international,rawstyle",0.489,0.875,7,-5.416,1,0.112,0.00306,0.0502,0.0647,0.188,149.984,4
5FOKOPyNOyxJRClqv6XBOl,"5QySqc6yAFDx9m7fedFZmC,5d1oOpLkM76Tgr2zWMTYkm","Imaginary","DEDIQATED - 20 Years Of Q-dance","Brennan Heart,Jonathan Mendelsohn",2020-02-03,192500,41,spotify:user:11124443444,2022-06-10T00:41:23Z,"classic hardstyle,euphoric hardstyle,rawstyle",0.552,0.594,2,-6.449,1,0.0306,0.298,0.0000617,0.262,0.287,149.907,4
4dihx3emTRixgkskB8n8lH,"6C0KWmCdqrLU2LzzWBPbOy","Rock Civilization","The Best of Headhunterz","Headhunterz",2009-03-16,354091,48,spotify:user:11124443444,2022-06-10T00:41:23Z,"classic hardstyle,euphoric hardstyle,melbourne bounce international,rawstyle",0.703,0.994,9,-6.376,0,0.193,0.0355,0.727,0.864,0.0733,150,4
1TwbzKMxFBExaDEUWqQ832,"7IeovKzVkfcG9mIJGNzTcT","Zombie","Zombie","Ran-D",2018-06-01,289548,60,spotify:user:11124443444,2022-06-10T00:41:23Z,"classic hardstyle,rawstyle,tekk",0.436,0.869,4,-2.473,0,0.0615,0.0542,0,0.0979,0.0383,155.051,4
1h2ZpjNE4OKn9ZPEm5Nmye,"05ndiewdJogtosuRWN8iwF,2Bg6vhG3aY7ixxqEGZeos6,3paZuq5Z5ujlOTr3XvQEU0","No Fear","No Fear","Adaro,Phrantic,LXCPR",2022-05-18,226009,50,spotify:user:11124443444,2022-06-10T00:41:23Z,"classic hardstyle,rawstyle,hardstyle",0.364,0.964,10,-2.932,0,0.431,0.0139,0,0.583,0.177,155.024,4
